EPOCH	TIMESTAMP	BAD_EPOCHS	LEARNING_RATE	TRAIN_LOSS	DEV_LOSS	DEV_ACCURACY
1	11:33:42	0	0.0000	0.2611426267877481	0.1387108713388443		0.965
2	11:40:49	1	0.0000	0.168767180571637	0.17584434151649475		0.965
3	11:48:01	2	0.0000	0.058545731085963525	0.23810993134975433		0.955
4	11:55:14	3	0.0000	0.005829232769436975	0.2328634411096573		0.96
5	12:02:26	4	0.0000	0.01519706200998669	0.1660223752260208		0.96
